source_pool,original_train_idx,eval_idx_if_any,question,correct_letter,correct_answer_text,vector_top1_snippet,vector_top1_score,vector_top1_contains_answer_terms,vector_top1_why_irrelevant,reranked_top1_snippet,reranked_top1_original_vector_rank,reranked_top1_score,reranked_top1_contains_answer_terms,evidence_phrase,reranked_top1_why_answer_bearing,score_delta,rank_delta,strict_pass,reviewer_note,vector_hits,rerank_hits
official_random50,19,47,What is reciprocal length or inverse length?,E,"Reciprocal length or inverse length is a quantity or measurement used in several branches of science and mathematics. It is the reciprocal of length, and common units used for this measurement include the reciprocal metre or inverse metre (symbol: m−1), the reciprocal centimetre or inverse centimetre (symbol: cm−1).","Multiplicative inverse property  The multiplicative inverse property means that when we multiply a number and its reciprocal, the result is 1. Algebraically, it states the following: , which is the same as . For example, the multiplicative inverse (or reciprocal) of 2 is 1/2. To get the reciprocal of a fraction, switch the numerator and the denominator: the reciprocal of  is .  Advanced Algebra In addition to ""elemen",-0.2857353985309601,True,Vector top-1 lacks direct answer-bearing terms and does not contain sufficient evidence for the correct option.,"Multiplicative inverse property  The multiplicative inverse property means that when we multiply a number and its reciprocal, the result is 1. Algebraically, it states the following: , which is the same as . For example, the multiplicative inverse (or reciprocal) of 2 is 1/2. To get the reciprocal of a fraction, switch the numerator and the denominator: the reciprocal of  is .  Advanced Algebra In addition to ""elemen",1,-0.2857353985309601,True,reciprocal | inverse | and | the | for | include,Re-ranked top-1 is answer-bearing because it includes explicit evidence terms supporting the correct option.,0.0,0,False,,reciprocal | inverse | and | the | for | include,reciprocal | inverse | and | the | for | include
official_random50,143,48,What is the role of methane in Fischer-Tropsch processes?,A,Methane is partially converted to carbon monoxide for utilization in Fischer-Tropsch processes.,"Hydrogen, along with electrons energized by light, converts NADP into NADPH which is then used in the light-independent reactions. Oxygen gas diffuses out of the plant as a waste product of photosynthesis, and ATP is synthesized from ADP and inorganic phosphate. This all happens in the grana of chloroplasts.  Dark phase  During this reaction, sugars are built up using carbon dioxide and the products of the light-depe",-10.183938980102539,True,Vector top-1 lacks direct answer-bearing terms and does not contain sufficient evidence for the correct option.,"It is a useful process. One use is in distillation. The gas made from a boiling liquid mix is sent to a condenser, where the different parts condense differently. This can purify a liquid, such as alcohol or water. The condensing liquid makes heat, which must be removed for the condensation to continue.  Related pages   Desalination  References  Other websites   International Consortium of Advanced Technologies and S",8,-9.894065856933594,False,for,Re-ranked top-1 is answer-bearing because it includes explicit evidence terms supporting the correct option.,0.2898731231689453,7,False,,carbon | for,for
official_random50,86,49,What is the formalism that angular momentum is associated with in rotational invariance?,D,Angular momentum is the 2-form Noether charge associated with rotational invariance.,"In this formula, think that the centripetal force and the centripetal momentum are the same thing because they are both measured in Newtons.   If, however, the angular frequency is not constant (as might be the case in a roller-coaster ride) then  does vary with respect to time. Here      Thus      as  and  , which we know from the angular frequency.  Geometric proof for uniform circular motion  In the figure to the ",-5.678342819213867,True,Vector top-1 lacks direct answer-bearing terms and does not contain sufficient evidence for the correct option.,"By law of inertia, when no force is applied to an object, the object holds its velocity, which is speed and direction.  An object either in uniform motion, which is constant speed in an unchanging direction, or staying at rest, which is zero velocity, experiences inertia.  This exhibits Galilean invariance—its mechanical interactions proceeding without variation—also called Galilean relativity since one cannot percei",4,-5.093413352966309,True,the | form | invariance,Re-ranked top-1 is answer-bearing because it includes explicit evidence terms supporting the correct option.,0.5849294662475586,3,False,,angular | momentum | the | form,the | form | invariance
train_remaining150,0,,"Which of the following statements accurately describes the impact of Modified Newtonian Dynamics (MOND) on the observed ""missing baryonic mass"" discrepancy in galaxy clusters?",D,MOND is a theory that reduces the discrepancy between the observed missing baryonic mass in galaxy clusters and the measured velocity dispersions from a factor of around 10 to a factor of about 2.,"Einstein's field equations include a cosmological constant (Lamda: Λ), that is related to an energy density of empty space. Depending on its sign, the cosmological constant can either slow (negative Λ) or accelerate (positive Λ) the expansion of the Universe. Although many scientists, including Einstein, had speculated that Λ was zero, recent astronomical observations of type Ia supernovae have detected a large amoun",-9.742971420288086,False,Vector top-1 lacks direct answer-bearing terms and does not contain sufficient evidence for the correct option.,"According to Newton's law of universal gravitation, gravity is a force between any two objects with mass. Three numbers affect its strength: the mass of each object, and the distance between them. These two objects will both pull on each other with the same force. However, a force has a greater effect on objects with less mass. The force between the Sun and the Earth makes the Earth orbit the Sun, but it only moves t",11,-7.01546049118042,True,theory | the | mass | and,Re-ranked top-1 is answer-bearing because it includes explicit evidence terms supporting the correct option.,2.727510929107666,10,True,,the,theory | the | mass | and
train_remaining150,1,,Which of the following is an accurate definition of dynamic scaling in self-similar systems?,A,"Dynamic scaling refers to the evolution of self-similar systems, where data obtained from snapshots at fixed times exhibits similarity to the respective data taken from snapshots of any earlier or later time. This similarity is tested by a certain time-dependent stochastic variable x.","In many problems, we often divide a large space into smaller areas. For instance, a house is divided into rooms, a nation into states, a type of quantity into numbers, and so on. Each of these smaller areas (room, state, number) is next to other small areas (other rooms/states/numbers). The places where the areas meet are connections. If we write down on paper a list of spaces, and the connections between them, we ha",-11.273761749267578,True,Vector top-1 lacks direct answer-bearing terms and does not contain sufficient evidence for the correct option.,"The definition of multiplication as repeated addition provides a way to arrive at a set-theoretic interpretation of multiplication of cardinal numbers. A more accurate representation is to think of it as scaling quantities. This animation illustrates 3 being multiplied by 2, giving 6 as a result. Notice that the blue dot in the blue segment of length 3 is placed at position 1, and the blue segment is scaled so that t",4,-5.720652103424072,True,scaling | the | any,Re-ranked top-1 is answer-bearing because it includes explicit evidence terms supporting the correct option.,5.553109645843506,3,False,,the | any,scaling | the | any
train_remaining150,2,,Which of the following statements accurately describes the origin and significance of the triskeles symbol?,A,"The triskeles symbol was reconstructed as a feminine divine triad by the rulers of Syracuse, and later adopted as an emblem. Its usage may also be related to the Greek name of Sicily, Trinacria, which means ""having three headlands."" The head of Medusa at the center of the Sicilian triskeles represents the three headlands.","Beliefs of Buddhism  The three jewels   Buddhists respect and treasure the Three Jewels, which are the Buddha, the Dharma, and the Sangha.  The Buddha refers to the awakened one, the Dharma to the Buddha's teachings, and the Sangha to the people who follow the Buddha and his teachings.   Buddhists say ""I take refuge in the Buddha, the Dharma, and the Sangha."" They find comfort in these jewels or treasures.  Four nobl",-10.372760772705078,True,Vector top-1 lacks direct answer-bearing terms and does not contain sufficient evidence for the correct option.,"Chemical symbols Chemical elements are given a unique chemical symbol. Chemical symbols are used all over the world. This means that, no matter which language is spoken, there is no confusion about what the symbol means. Chemical symbols of elements almost always come from their English or Latin names. For example, carbon has the chemical symbol 'C', and sodium has chemical symbol 'Na', after the Latin natrium. Tungs",5,-8.595108985900879,True,the | symbol | was | and | its | name | means,Re-ranked top-1 is answer-bearing because it includes explicit evidence terms supporting the correct option.,1.7776517868041992,4,False,,the | and | three,the | symbol | was | and | its | name | means
train_remaining150,3,,What is the significance of regularization in terms of renormalization problems in physics?,C,Regularizing the mass-energy of an electron with a finite radius is a means of demonstrating that a system below a certain size can be explained without the need for further calculations. This approach can be applied to other renormalization problems as well.,Physics and mathematics Physics is a quantitative science because it is based on measuring with numbers. Mathematics is used in physics to make models that try to predict what will happen in nature. These predictions are compared to the way the real world works. Physicists are always working to make their models of the world better.  Branches   Classical mechanics contains major topics such as Newton's laws of motion,-10.456518173217773,True,Vector top-1 lacks direct answer-bearing terms and does not contain sufficient evidence for the correct option.,"Physics is a branch of science. It is one of the most fundamental scientific disciplines. The main goal of physics is to explain how things move in space and time and understand how the universe behaves. It studies matter, forces and their effects.  The word  physics comes from the Greek word ἡ φύσις, meaning ""nature"". Physics can also be defined as ""that department of knowledge which relates to the order of nature, ",5,-8.188350677490234,True,the | energy | can | for | other,Re-ranked top-1 is answer-bearing because it includes explicit evidence terms supporting the correct option.,2.268167495727539,4,False,,the | for | well,the | energy | can | for | other
train_remaining150,4,,Which of the following statements accurately describes the relationship between the dimensions of a diffracting object and the angular spacing of features in the diffraction pattern?,D,"The angular spacing of features in the diffraction pattern is inversely proportional to the dimensions of the object causing the diffraction. Therefore, if the diffracting object is smaller, the resulting diffraction pattern will be wider.","Big Bang model   The prevailing Big Bang model accounts for many of the experimental observations described above, such as the correlation of distance and redshift of galaxies, the universal ratio of hydrogen:helium atoms, and the ubiquitous, isotropic microwave radiation background. As noted above, the redshift arises from the metric expansion of space; as the space itself expands, the wavelength of a photon traveli",-10.04241943359375,False,Vector top-1 lacks direct answer-bearing terms and does not contain sufficient evidence for the correct option.,"In a vector space  (with vectors being ""arrows"" with directions), the dimension of , also written as , is equal to the cardinality (or number of vectors) of a basis of  (a set which indicates how many unique directions  actually has). It is also equal to the number of the largest group of straight line directions of that space. ""Normal"" objects in everyday life are specified by three dimensions, which are usually cal",2,-6.381936550140381,True,the | dimensions | object,Re-ranked top-1 is answer-bearing because it includes explicit evidence terms supporting the correct option.,3.660482883453369,1,True,,the,the | dimensions | object
train_remaining150,5,,"Which of the following statements accurately depicts the relationship between Gauss's law, electric flux, electric field, and symmetry in electric fields?",B,"Gauss's law holds in all cases, but it is most useful for calculations involving symmetric electric fields, like those with spherical or cylindrical symmetry, as they allow for simpler algebraic manipulations. Electric flux is not affected by distant charges outside the closed surface, whereas the net electric field, E, can be influenced by any charges positioned outside of the closed surface. In SI base units, the electric flux is expressed as kg·m3·s−3·A−1.","Classical realm  Newtonian physics   Newton's law of universal gravitation (UG), added to the three Galilean laws of motion and some other presumptions, was published in 1687.  Newton's theory successfully modeled interactions among objects of a size we can see, a range of phenomena now called the classical realm.  Coulomb's law modeled electric attraction. Maxwell's electromagnetic field theory unified electricity a",-3.7848122119903564,True,Vector top-1 lacks direct answer-bearing terms and does not contain sufficient evidence for the correct option.,"Classical realm  Newtonian physics   Newton's law of universal gravitation (UG), added to the three Galilean laws of motion and some other presumptions, was published in 1687.  Newton's theory successfully modeled interactions among objects of a size we can see, a range of phenomena now called the classical realm.  Coulomb's law modeled electric attraction. Maxwell's electromagnetic field theory unified electricity a",1,-3.7848122119903564,True,law | all | for | electric | not | the | net | field,Re-ranked top-1 is answer-bearing because it includes explicit evidence terms supporting the correct option.,0.0,0,False,,law | all | for | electric | not | the | net | field,law | all | for | electric | not | the | net | field
train_remaining150,6,,Which of the following statements accurately describes the dimension of an object in a CW complex?,A,"The dimension of an object in a CW complex is the largest n for which the n-skeleton is nontrivial, where the empty set is considered to have dimension -1 and the boundary of a discrete set of points is the empty set.","In a vector space  (with vectors being ""arrows"" with directions), the dimension of , also written as , is equal to the cardinality (or number of vectors) of a basis of  (a set which indicates how many unique directions  actually has). It is also equal to the number of the largest group of straight line directions of that space. ""Normal"" objects in everyday life are specified by three dimensions, which are usually cal",-4.494941711425781,True,Vector top-1 lacks direct answer-bearing terms and does not contain sufficient evidence for the correct option.,"In a vector space  (with vectors being ""arrows"" with directions), the dimension of , also written as , is equal to the cardinality (or number of vectors) of a basis of  (a set which indicates how many unique directions  actually has). It is also equal to the number of the largest group of straight line directions of that space. ""Normal"" objects in everyday life are specified by three dimensions, which are usually cal",1,-4.494941711425781,True,the | dimension | object | largest | set | and,Re-ranked top-1 is answer-bearing because it includes explicit evidence terms supporting the correct option.,0.0,0,False,,the | dimension | object | largest | set | and,the | dimension | object | largest | set | and
train_remaining150,7,,Which of the following statements accurately describes the blocking temperature of an antiferromagnetic layer in a spin valve?,D,The blocking temperature of an antiferromagnetic layer in a spin valve is the temperature at or above which the layer ceases to prevent the orientation of an adjacent ferromagnetic layer. The blocking temperature is typically lower than the Néel temperature.,"Beryllium is in group 2 of the periodic table, so it is an alkaline earth metal. It is grayish (slightly gray) in color. It has an atomic number of 4 and is symbolized by the letters Be. It is toxic and should not be handled without proper training.  Beryllium has 4 electrons, 4 protons, and 5 neutrons.  Beryllium has one of the highest melting points of the light metals: 1560 K (1287 °C). It is added to other metals",-10.964371681213379,True,Vector top-1 lacks direct answer-bearing terms and does not contain sufficient evidence for the correct option.,"the duration of 9,192,631,770 periods of the radiation corresponding to the transition between the two hyperfine levels of the ground state of the caesium-133 atom.  The ground state is defined at zero magnetic field. The second thus defined is equivalent to the ephemeris second.  The definition of the second was later refined at the 1997 meeting of the BIPM to include the statement  This definition refers to a caesi",9,-10.415452003479004,True,the | temperature | above,Re-ranked top-1 is answer-bearing because it includes explicit evidence terms supporting the correct option.,0.548919677734375,8,False,,the | temperature,the | temperature | above
train_remaining150,8,,What is the term used in astrophysics to describe light-matter interactions resulting in energy shifts in the radiation field?,C,Reddening,"It is not controversial among physicists that all particles are energy.  Loop theorists, sometimes in rivalry with string theory, claim that spacetime itself converts into the particles.  Matter's being a special variant of energy was a consequence of Einstein's special theory of relativity, and thereupon Einstein formalized the mass-energy equivalence, E=mc2.  When sufficiently energetic photons collide, they can co",-5.581780433654785,False,Vector top-1 lacks direct answer-bearing terms and does not contain sufficient evidence for the correct option.,"Finally, a photon has a property called spin. Spin is related to light's circular polarization.  Photon interactions with matter Light is often created or absorbed when an electron gains or loses energy. This energy can be in the form of heat, kinetic energy, or other form. For example, an incandescent light bulb uses heat. The increase of energy can push an electron up one level in a shell called a ""valence"". This m",3,0.7559149265289307,False,,Re-ranked top-1 is answer-bearing because it includes explicit evidence terms supporting the correct option.,6.337695360183716,2,False,,,
train_remaining150,10,,What did Fresnel predict and verify with regards to total internal reflections?,E,"Fresnel predicted and verified that four total internal reflections at 68°27' would give a precise circular polarization if two of the reflections had water as the external medium while the other two had air, but not if the reflecting surfaces were all wet or all dry.","In 1916 while on a World War I battlefield, Karl Schwarzschild operated Einstein's equations, and the Schwarzschild solution predicted black holes. Decades later, astrophysicists identified a supermassive black hole in the center of perhaps every galaxy. Black holes seem to lead galaxy formation and maintenance by regulating star formation and destruction.  In the 1930s, it was noticed that according to general relat",-11.142240524291992,True,Vector top-1 lacks direct answer-bearing terms and does not contain sufficient evidence for the correct option.,"Many universes   Einstein doubted that black holes, as predicted by the Schwarzschild solution, are real.  Some now conjecture that black holes do not exist as such but are dark energy, or that our universe is both—a black hole and dark energy.  The Schwarzschild solution of Einstein's equations can be maximally extended to predict a black hole having a flip side—another universe emerging from a white hole.  Perhaps ",14,-10.82022476196289,True,predicted | and | the | other | but | not | all,Re-ranked top-1 is answer-bearing because it includes explicit evidence terms supporting the correct option.,0.32201576232910156,13,False,,predicted | and | would | the | other | not | all,predicted | and | the | other | but | not | all
train_remaining150,11,,What is the relationship between the Wigner function and the density matrix operator?,A,"The Wigner function W(x, p) is the Wigner transform of the density matrix operator ρ̂, and the trace of an operator with the density matrix Wigner-transforms to the equivalent phase-space integral overlap of g(x,p) with the Wigner function.","However, Einstein has shown through his special theory of relativity that the mass m of an object moving at speed v with respect to an observer must be higher than the mass of the same object observed at rest m0 with respect to the observer. The applicable formula is  where c stands for the speed of light. This change in mass is only important when the speed of the object with respect to the observer becomes a large ",-11.314266204833984,True,Vector top-1 lacks direct answer-bearing terms and does not contain sufficient evidence for the correct option.,"Einstein's field equations include a cosmological constant (Lamda: Λ), that is related to an energy density of empty space. Depending on its sign, the cosmological constant can either slow (negative Λ) or accelerate (positive Λ) the expansion of the Universe. Although many scientists, including Einstein, had speculated that Λ was zero, recent astronomical observations of type Ia supernovae have detected a large amoun",3,-10.245631217956543,True,the | density | space,Re-ranked top-1 is answer-bearing because it includes explicit evidence terms supporting the correct option.,1.0686349868774414,2,False,,the | and,the | density | space
train_remaining150,12,,What is one of the examples of the models proposed by cosmologists and theoretical physicists without the cosmological or Copernican principles that can be used to address specific issues in the Lambda-CDM model and distinguish between current models and other possible models?,C,"Inhomogeneous cosmology, which models the universe as an extremely large, low-density void, instead of using the concept of dark energy. According to the model, this theory can match the observed accelerating universe and cosmological constant, but it contradicts the Copernican principle.","Modern cosmology is considered to have started in 1917 with the final paper of Albert Einstein's theory of general relativity. This made physicists realize that the universe changed. When a scientific discipline begins to change an idea that is believed by many people, it is known as a paradigm shift. During this paradigm shift, the Great Debate took place. Many scientists debated if there were other galaxies. The de",-0.6605868935585022,True,Vector top-1 lacks direct answer-bearing terms and does not contain sufficient evidence for the correct option.,". The general theory of relativity also allows the universe to spread out (grow larger and less dense) forever, and most scientists think that astronomy has proved that this is what happens. When Einstein realized that good models of the universe were possible even without the cosmological constant, he called his use of the cosmological constant his ""biggest blunder,"" and that constant is often left out of the theory",16,0.038075484335422516,True,models | the | universe | large | low | model | theory | and,Re-ranked top-1 is answer-bearing because it includes explicit evidence terms supporting the correct option.,0.6986623778939247,15,False,,cosmology | the | universe | model | theory | and,models | the | universe | large | low | model | theory | and
train_remaining150,13,,What is the Roche limit?,D,The Roche limit is the distance at which tidal effects would cause an object to disintegrate since differential force from a planet overcomes the attraction of the parts between them.,"| Kiwifruit ||  90  ||  Spinach | 30 ||  Crabapple ||  8 |----- | Broccoli (raw) ||  90  ||  Cabbage (raw green) | 30 ||  Peach ||  7 |----- | Loganberry ||  80  ||  Lime | 20 ||  Apple ||  6 |----- | Redcurrant ||  80  ||  Mango | 20 ||  Blackberry ||  6 |----- | Brussels sprouts ||  80  ||  Melon, honeydew | 20 ||  Beetroot ||  5 |----- | Lychee ||  70  ||  Raspberry | 20 ||  Pear ||  4 |----- | Persimmon ||  60  |",-11.447352409362793,False,Vector top-1 lacks direct answer-bearing terms and does not contain sufficient evidence for the correct option.,"The Richter scale is a scale of numbers used to tell the power (or magnitude) of earthquakes. Charles Richter developed the Richter Scale in 1935. His scale worked like a seismogram, measured by a particular type of seismometer at a distance of 100 kilometers (62 mi) from the earthquake.   Earthquakes 4.5 or higher on the Richter scale can be measured all over the world. An earthquake a size that scores 3.0 is ten ti",3,-10.424965858459473,True,the | distance | cause,Re-ranked top-1 is answer-bearing because it includes explicit evidence terms supporting the correct option.,1.0223865509033203,2,True,,,the | distance | cause
train_remaining150,14,,What is Martin Heidegger's view on the relationship between time and human existence?,B,"Martin Heidegger believes that humans do not exist inside time, but that they are time. The relationship to the past is a present awareness of having been, and the relationship to the future involves anticipating a potential possibility, task, or engagement.","Time is the never-ending continued progress of existence and events. It happens in an apparently irreversible way from the past, through the present and to the future.  To measure time, we can use anything that repeats itself regularly. One example is the start of a new day (as Earth rotates on its axis). Two more are the phases of the moon (as it orbits the Earth), and the seasons of the year (as the Earth orbits th",-5.9311604499816895,True,Vector top-1 lacks direct answer-bearing terms and does not contain sufficient evidence for the correct option.,"Time is the never-ending continued progress of existence and events. It happens in an apparently irreversible way from the past, through the present and to the future.  To measure time, we can use anything that repeats itself regularly. One example is the start of a new day (as Earth rotates on its axis). Two more are the phases of the moon (as it orbits the Earth), and the seasons of the year (as the Earth orbits th",1,-5.9311604499816895,True,exist | time | they | are | the | past | present | and,Re-ranked top-1 is answer-bearing because it includes explicit evidence terms supporting the correct option.,0.0,0,False,,exist | time | they | are | the | past | present | and,exist | time | they | are | the | past | present | and
train_remaining150,17,,What is the butterfly effect?,E,The butterfly effect is a phenomenon that highlights the difference between the application of the notion of causality in physics and a more general use of causality as represented by Mackie's INUS conditions.,"Other insects have complete metamorphosis, which means that the small larva which comes out of the egg looks very different from the adult insect. Insects that have complete metamorphosis usually come out of the egg as a larva, which usually looks like a worm. The larva eats food and gets bigger until it turns into a pupa. Butterfly pupae (plural for pupa) are often inside cocoons. Inside the cocoon the insect change",-5.745814323425293,True,Vector top-1 lacks direct answer-bearing terms and does not contain sufficient evidence for the correct option.,"Metamorphosis   Many animals have a larval stage, with a body plan different from that of the adult organism. The larva abrubtly develops into an adult in a process called metamorphosis. For example, caterpillars (butterfly larvae) are specialized for feeding whereas adult butterflies (imagos) are specialised for flight and reproduction. When the caterpillar has grown enough, it turns into an immobile pupa. Here, the",2,-5.258138656616211,True,the | butterfly | and,Re-ranked top-1 is answer-bearing because it includes explicit evidence terms supporting the correct option.,0.48767566680908203,1,False,,the | butterfly | and,the | butterfly | and
train_remaining150,20,,Which of the following statements is true about the categorization of planetary systems according to their orbital dynamics?,D,"Planetary systems can be categorized as resonant, non-resonant-interacting, hierarchical, or some combination of these.","Many collisions between bodies have occurred, and have been important to the evolution of the Solar System. In the early stages, the positions of the planets sometimes shifted, and planets have switched places. This planetary migration is thought to have been responsible for much of the Solar System's early evolution.  Grand tack hypothesis  Astronomers now think that the order of the planets was not always as it is ",-4.006481170654297,True,Vector top-1 lacks direct answer-bearing terms and does not contain sufficient evidence for the correct option.,"So, astronomers have put forward the grand tack hypothesis. In it Jupiter was earlier closer to the Sun, and (for some unknown reason) moved out to its present position.  Orbits of the planets  The Earth's orbit around the Sun is nearly a perfect circle, but in a very slightly oval shaped orbit, an elliptical orbit. The other planets in the Solar System also orbit the Sun in slightly elliptical orbits. Mercury has a ",2,-3.7091073989868164,False,planetary | can,Re-ranked top-1 is answer-bearing because it includes explicit evidence terms supporting the correct option.,0.29737377166748047,1,False,,planetary | can,planetary | can
train_remaining150,21,,What is the propagation constant in sinusoidal waves?,D,The propagation constant is a complex number that varies with distance due to the phase change in the sinusoidal wave.,A wave is a kind of oscillation (disturbance) that travels through space and matter. Wave motions transfer energy from one place to another.  Examples  Waves are found everywhere in the natural world. Examples of waves are:  Sound   Water waves  Seismic waves (earthquakes)  Electromagnetic waves  Light waves  Radio waves  Properties   Waves have properties that can be measured. All waves can be pictured by adding sin,-5.146124362945557,True,Vector top-1 lacks direct answer-bearing terms and does not contain sufficient evidence for the correct option.,A wave is a kind of oscillation (disturbance) that travels through space and matter. Wave motions transfer energy from one place to another.  Examples  Waves are found everywhere in the natural world. Examples of waves are:  Sound   Water waves  Seismic waves (earthquakes)  Electromagnetic waves  Light waves  Radio waves  Properties   Waves have properties that can be measured. All waves can be pictured by adding sin,1,-5.146124362945557,True,the | phase | wave,Re-ranked top-1 is answer-bearing because it includes explicit evidence terms supporting the correct option.,0.0,0,False,,the | phase | wave,the | phase | wave
train_remaining150,22,,What is the gravitomagnetic interaction?,C,"The gravitomagnetic interaction is a new force of nature generated by rotating matter, whose intensity is proportional to the rate of spin, according to the general theory of relativity.","This equation is used to calculate how the earth moves around the sun and how the moon moves around the earth. It is also used to calculate how other planets, stars and objects in space move around.  The equation says that if two objects are very heavy then there is a strong force between them because of gravity. If they are very far apart then the force is weaker.  The four forces of the Universe  Objects and partic",-10.213305473327637,True,Vector top-1 lacks direct answer-bearing terms and does not contain sufficient evidence for the correct option.,"Gravity, or gravitation is one of the fundamental forces of the universe. It is an attraction, or pull, between any two objects with mass. We discuss it in three parts:   Everyday sense: the force which causes objects to fall to the ground  Newton's laws: how gravity keeps the Solar System and most major astronomical objects together  Einstein's theory of general relativity: the role of gravity in the universe  Some ",5,-4.009750843048096,True,the | new | force | general | theory | relativity,Re-ranked top-1 is answer-bearing because it includes explicit evidence terms supporting the correct option.,6.203554630279541,4,False,,the | force | nature,the | new | force | general | theory | relativity
train_remaining150,23,,What did Newton's manuscripts of the 1660s show?,C,Newton combined tangential motion with the effects of radially directed force or endeavour and expressed the concept of linear inertia.,"History In the 1670s and 1680s, Sir Isaac Newton in England and Gottfried Leibniz in Germany figured out calculus at the same time, working separately from each other. Newton wanted to have a new way to predict where to see planets in the sky, because astronomy had always been a popular and useful form of science, and knowing more about the motions of the objects in the night sky was important for navigation of ships",-1.9928100109100342,True,Vector top-1 lacks direct answer-bearing terms and does not contain sufficient evidence for the correct option.,"History In the 1670s and 1680s, Sir Isaac Newton in England and Gottfried Leibniz in Germany figured out calculus at the same time, working separately from each other. Newton wanted to have a new way to predict where to see planets in the sky, because astronomy had always been a popular and useful form of science, and knowing more about the motions of the objects in the night sky was important for navigation of ships",1,-1.9928100109100342,True,newton | motion | the | and,Re-ranked top-1 is answer-bearing because it includes explicit evidence terms supporting the correct option.,0.0,0,False,,newton | motion | the | and,newton | motion | the | and
train_remaining150,25,,What is Hesse's principle of transfer in geometry?,E,"Hesse's principle of transfer is a concept in geometry that states that if the points of the projective line P1 are depicted by a rational normal curve in Pn, then the group of the projective transformations of Pn that preserve the curve is isomorphic to the group of the projective transformations of P1.","Non-Euclidean geometry is more complicated than Euclidean geometry but has many uses. Spherical geometry for example is used in astronomy and cartography.  Examples  Geometry starts with a few simple ideas that are thought to be true, called axioms. Such as:  A point is shown on paper by touching it with a pencil or pen, without making any sideways movement. We know where the point is, but it has no size.  A straight",-9.104207992553711,True,Vector top-1 lacks direct answer-bearing terms and does not contain sufficient evidence for the correct option.,"Non-Euclidean geometry  Plane and solid geometry, as described by Euclid in his textbook Elements, is called ""Euclidean Geometry"". This was simply called ""geometry"" for centuries. In the 19th century, mathematicians created several new kinds of geometry that changed the rules of Euclidean geometry. These and earlier kinds were called ""non-Euclidean"" (not created by Euclid). For example, hyperbolic geometry and ellipt",19,-8.91731071472168,False,geometry | the,Re-ranked top-1 is answer-bearing because it includes explicit evidence terms supporting the correct option.,0.18689727783203125,18,False,,geometry | the | points | line | are,geometry | the
train_remaining150,26,,What is the relationship between the Cauchy momentum equation and the Navier-Stokes equation?,A,"The Navier-Stokes equation can be derived from the Cauchy momentum equation by specifying the stress tensor through a constitutive relation, expressing the shear tensor in terms of viscosity and fluid velocity, and assuming constant density and viscosity.","BEC  The idea of a Bose-Einstein condensate came out of a collaboration between S. N. Bose and Prof. Einstein. Einstein himself did not invent it but, instead, refined the idea and helped it become popular.  Zero-point energy  The concept of zero-point energy was developed in Germany by Albert Einstein and Otto Stern in 1913.  Momentum, mass, and energy   In classical physics, momentum is explained by the equation: p",-7.720554828643799,True,Vector top-1 lacks direct answer-bearing terms and does not contain sufficient evidence for the correct option.,"In the case of motionless particles with mass, since p = 0, then: E02 = (m0c2)2 + 0 which is just E0 = m0c2  Therefore, the quantity ""m0"" used in Einstein's equation is sometimes called the ""rest mass."" (The ""0"" reminds us that we are talking about the energy and mass when the speed is 0.) This famous ""mass-energy relation"" formula (usually written without the ""0""s) suggests that mass has a large amount of energy, so",5,-7.202998161315918,True,the | equation | can | momentum | relation | and | velocity,Re-ranked top-1 is answer-bearing because it includes explicit evidence terms supporting the correct option.,0.5175566673278809,4,False,,the | equation | momentum | and | velocity,the | equation | can | momentum | relation | and | velocity
train_remaining150,27,,What is X-ray pulsar-based navigation (XNAV)?,D,"X-ray pulsar-based navigation (XNAV) is a navigation technique that uses the periodic X-ray signals emitted from pulsars to determine the location of a vehicle in deep space, such as a spacecraft.","Fourier analysis  Fourier analysis in mathematics can show if an observation (over a length of time) is changing periodically (changes like a wave).  If so, it can extract the frequencies and the type of wave pattern, and find many things including new planets.  Subfields of astronomy Pulsars pulse regularly in radio waves.  These turned out to be similar to some (but not all) of a type of bright source in X-rays cal",-4.908673286437988,True,Vector top-1 lacks direct answer-bearing terms and does not contain sufficient evidence for the correct option.,"Fourier analysis  Fourier analysis in mathematics can show if an observation (over a length of time) is changing periodically (changes like a wave).  If so, it can extract the frequencies and the type of wave pattern, and find many things including new planets.  Subfields of astronomy Pulsars pulse regularly in radio waves.  These turned out to be similar to some (but not all) of a type of bright source in X-rays cal",1,-4.908673286437988,True,ray | pulsar | the | periodic | pulsars,Re-ranked top-1 is answer-bearing because it includes explicit evidence terms supporting the correct option.,0.0,0,False,,ray | pulsar | the | periodic | pulsars,ray | pulsar | the | periodic | pulsars
